0
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   DamageMin   DamageMax   AttackSpeed   Durability   MagicDurability   MagicDamageRate   ReqLevel   ReqStrength   ReqDexterity   ReqEnergy   ReqVitality   ReqLeadership   None   DW      DK      FE      MG      DL      SU      RF
21       *      0       1       2        1            0            1          "Scroll of FireBurst"                74      0         0            0          20          0             0              0               115000     0       0       0       0       1       0       0
22       *      0       1       2        1            0            1          "Scroll of Summon"                   98      0         0            0          34          0             0              400             375000     0       0       0       0       1       0       0
23       *      0       1       2        1            0            1          "Scroll of Critical Damage"          82      0         0            0          25          0             0              300             220000     0       0       0       0       1       0       0
24       *      0       1       2        1            0            1          "Scroll of Electric Spark"           92      0         0            0          29          0             0              340             295000     0       0       0       0       1       0       0
26       *      0       1       1        1            0            0          "Gem of Secret"                      0       0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
30       *      0       1       1        1            0            0          "Bundled Jewel of Bless"             25      0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
31       *      0       1       1        1            0            0          "Bundled Jewel of Soul"              30      0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
32       *      0       1       1        1            0            0          "Box of Red Ribbon"                  0       0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
33       *      0       1       1        1            0            0          "Box of Green Ribbon"                0       0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
34       *      0       1       1        1            0            0          "Box of Blue Ribbon"                 0       0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
35       *      0       1       2        1            0            1          "Scroll of Fire Scream"              102     0         0            0          32          0             0              70              300000     0       0       0       0       1       0       0
36       7      0       4       3        1            1            0          "Wing of Storm"                      150     60        220          400        0           0             0              0               0          0       3       0       0       0       0       0
37       7      0       4       3        1            1            0          "Wing of Eternal"                    150     45        220          400        0           0             0              0               0          3       0       0       0       0       0       0
38       7      0       4       3        1            1            0          "Wing of Illusion"                   150     45        220          400        0           0             0              0               0          0       0       3       0       0       0       0
39       7      0       4       3        1            1            0          "Wing of Ruin"                       150     55        220          400        0           0             0              0               0          0       0       0       3       0       0       0
40       7      0       2       3        1            1            0          "Cape of Emperor"                    150     45        220          400        0           0             0              0               0          0       0       0       0       3       0       0
41       7      0       4       2        1            0            0          "Wing of Curse"                      100     10        200          180        0           0             0              0               0          0       0       0       0       0       1       0
42       7      0       4       3        1            1            0          "Wind of Despair"                    150     30        200          215        0           0             0              0               0          0       0       0       0       0       2       0
43       7      0       4       3        1            1            0          "Wing of Dimension"                  150     45        220          400        0           0             0              0               0          0       0       0       0       0       3       0
44       *      0       1       1        1            0            1          "Crystal of Destruction"             100     0         0            220        0           0             0              0               380000     0       2       0       0       0       0       0
45       *      0       1       1        1            0            1          "Crystal of Multi-Shot"              100     0         0            220        0           0             0              0               380000     0       0       2       0       0       0       0
46       *      0       1       1        1            0            1          "Crystal of Recovery"                100     0         0            220        37          0             0              0               250000     0       0       2       0       0       0       0
47       *      0       1       1        1            0            1          "Crystal of Flame Strike"            100     0         0            220        0           0             0              0               380000     0       0       0       1       0       0       0
48       *      0       1       2        1            0            1          "Scroll of Chaotic Diseier"          100     0         0            220        16          0             0              0               380000     0       0       0       0       1       0       0
49       7      0       2       3        1            1            0          "Cloak of Warrior"                   180     20        200          180        0           0             0              0               0          0       0       0       0       0       0       1
50       7      0       2       3        1            1            0          "Lord of the Cape"                   150     45        220          400        0           0             0              0               0          0       0       0       0       0       0       3
60       *      0       1       1        1            0            0          "Seed (Fire)"                        150     0         0            0          0           0             0              0               500000     1       1       1       1       1       1       1
61       *      0       1       1        1            0            0          "Seed (Water)"                       150     0         0            0          0           0             0              0               500000     1       1       1       1       1       1       1
62       *      0       1       1        1            0            0          "Seed (Ice)"                         150     0         0            0          0           0             0              0               500000     1       1       1       1       1       1       1
63       *      0       1       1        1            0            0          "Seed (Wind)"                        150     0         0            0          0           0             0              0               500000     1       1       1       1       1       1       1
64       *      0       1       1        1            0            0          "Seed (Lightning)"                   150     0         0            0          0           0             0              0               500000     1       1       1       1       1       1       1
65       *      0       1       1        1            0            0          "Seed (Earth)"                       150     0         0            0          0           0             0              0               500000     1       1       1       1       1       1       1
70       *      0       1       1        1            0            0          "Sphere (Mono)"                      102     0         0            0          0           0             0              0               100000     1       1       1       1       1       1       1
71       *      0       1       1        1            0            0          "Sphere (Di)"                        122     0         0            0          0           0             0              0               150000     1       1       1       1       1       1       1
72       *      0       1       1        1            0            0          "Sphere (Tri)"                       132     0         0            0          0           0             0              0               200000     1       1       1       1       1       1       1
100      *      0       1       1        1            0            0          "Seed Sphere (Fire)"                 1       0         0            0          0           0             0              0               1050000    1       1       1       1       1       1       1
101      *      0       1       1        1            0            0          "Seed Sphere (Water)"                1       0         0            0          0           0             0              0               1050000    1       1       1       1       1       1       1
102      *      0       1       1        1            0            0          "Seed Sphere (Ice)"                  1       0         0            0          0           0             0              0               1050000    1       1       1       1       1       1       1
103      *      0       1       1        1            0            0          "Seed Sphere (Wind)"                 1       0         0            0          0           0             0              0               1050000    1       1       1       1       1       1       1
104      *      0       1       1        1            0            0          "Seed Sphere (Lightning)"            1       0         0            0          0           0             0              0               1050000    1       1       1       1       1       1       1
105      *      0       1       1        1            0            0          "Seed Sphere (Earth)"                1       0         0            0          0           0             0              0               1050000    1       1       1       1       1       1       1
106      *      0       1       1        1            0            0          "Seed Sphere (Fire)"                 2       0         0            0          0           0             0              0               1125000    1       1       1       1       1       1       1
107      *      0       1       1        1            0            0          "Seed Sphere (Water)"                2       0         0            0          0           0             0              0               1125000    1       1       1       1       1       1       1
108      *      0       1       1        1            0            0          "Seed Sphere (Ice)"                  2       0         0            0          0           0             0              0               1125000    1       1       1       1       1       1       1
109      *      0       1       1        1            0            0          "Seed Sphere (Wind)"                 2       0         0            0          0           0             0              0               1125000    1       1       1       1       1       1       1
110      *      0       1       1        1            0            0          "Seed Sphere (Lightning)"            2       0         0            0          0           0             0              0               1125000    1       1       1       1       1       1       1
111      *      0       1       1        1            0            0          "Seed Sphere (Earth)"                2       0         0            0          0           0             0              0               1125000    1       1       1       1       1       1       1
112      *      0       1       1        1            0            0          "Seed Sphere (Fire)"                 3       0         0            0          0           0             0              0               1200000    1       1       1       1       1       1       1
113      *      0       1       1        1            0            0          "Seed Sphere (Water)"                3       0         0            0          0           0             0              0               1200000    1       1       1       1       1       1       1
114      *      0       1       1        1            0            0          "Seed Sphere (Ice)"                  3       0         0            0          0           0             0              0               1200000    1       1       1       1       1       1       1
115      *      0       1       1        1            0            0          "Seed Sphere (Wind)"                 3       0         0            0          0           0             0              0               1200000    1       1       1       1       1       1       1
116      *      0       1       1        1            0            0          "Seed Sphere (Lightning)"            3       0         0            0          0           0             0              0               1200000    1       1       1       1       1       1       1
117      *      0       1       1        1            0            0          "Seed Sphere (Earth)"                3       0         0            0          0           0             0              0               1200000    1       1       1       1       1       1       1
118      *      0       1       1        1            0            0          "Seed Sphere (Fire)"                 4       0         0            0          0           0             0              0               1275000    1       1       1       1       1       1       1
119      *      0       1       1        1            0            0          "Seed Sphere (Water)"                4       0         0            0          0           0             0              0               1275000    1       1       1       1       1       1       1
120      *      0       1       1        1            0            0          "Seed Sphere (Ice)"                  4       0         0            0          0           0             0              0               1275000    1       1       1       1       1       1       1
121      *      0       1       1        1            0            0          "Seed Sphere (Wind)"                 4       0         0            0          0           0             0              0               1275000    1       1       1       1       1       1       1
122      *      0       1       1        1            0            0          "Seed Sphere (Lightning)"            4       0         0            0          0           0             0              0               1275000    1       1       1       1       1       1       1
123      *      0       1       1        1            0            0          "Seed Sphere (Earth)"                4       0         0            0          0           0             0              0               1275000    1       1       1       1       1       1       1
124      *      0       1       1        1            0            0          "Seed Sphere (Fire)"                 5       0         0            0          0           0             0              0               1350000    1       1       1       1       1       1       1
125      *      0       1       1        1            0            0          "Seed Sphere (Water)"                5       0         0            0          0           0             0              0               1350000    1       1       1       1       1       1       1
126      *      0       1       1        1            0            0          "Seed Sphere (Ice)"                  5       0         0            0          0           0             0              0               1350000    1       1       1       1       1       1       1
127      *      0       1       1        1            0            0          "Seed Sphere (Wind)"                 5       0         0            0          0           0             0              0               1350000    1       1       1       1       1       1       1
128      *      0       1       1        1            0            0          "Seed Sphere (Lightning)"            5       0         0            0          0           0             0              0               1350000    1       1       1       1       1       1       1
129      *      0       1       1        1            0            0          "Seed Sphere (Earth)"                5       0         0            0          0           0             0              0               1350000    1       1       1       1       1       1       1
130      7      0       2       2        1            0            0          "Small Cape of Lord"                 1       0         200          1          0           0             0              0               0          0       0       0       0       1       0       0
131      7      0       3       2        1            0            0          "Small Wing of Curse"                1       10        200          1          0           0             0              0               0          0       0       0       0       0       1       0
132      7      0       3       2        1            0            0          "Small Wings of Elf"                 1       10        200          1          0           0             0              0               0          0       0       1       0       0       0       0
133      7      0       3       2        1            0            0          "Small Wings of Heaven"              1       10        200          1          0           0             0              0               0          1       0       0       1       0       0       0
134      7      0       3       2        1            0            0          "Small Wings of Satan"               1       20        200          1          0           0             0              0               0          0       1       0       1       0       0       0
135      7      0       2       2        1            0            0          "Small Cloak of Warrior"             1       15        200          0          0           0             0              0               0          0       0       0       0       0       0       1
136      *      0       1       1        1            0            0          "Bundled Jewel of Life"              72      0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
137      *      0       1       1        1            0            0          "Bundled Jewel of Creation"          78      0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
138      *      0       1       1        1            0            0          "Bundled Jewel of Guardian"          0       0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
139      *      0       1       1        1            0            0          "Bundled Gemstone"                   0       0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
140      *      0       1       1        1            0            0          "Bundled Jewel of Harmony"           25      0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
141      *      0       1       1        1            0            0          "Bundled Jewel of Chaos"             12      0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
142      *      0       1       1        1            0            0          "Bundled Lower Refining Stone"       25      0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
143      *      0       1       1        1            0            0          "Bundled Higer Refining Stone"       25      0         0            0          0           0             0              0               0          1       1       1       1       1       1       1
150      7      0       3       3        1            1            0          "Wings of Chaos"                     150     46        210          290        0           0             0              0               0          0       2       0       1       0       0       0
151      7      0       3       3        1            1            0          "Wings of Magic"                     150     37        210          290        0           0             0              0               0          2       0       0       1       0       2       0
152      7      0       3       3        1            1            0          "Wings of Life"                      150     37        210          290        0           0             0              0               0          0       0       2       0       0       0       0
153      7      0       3       3        1            1            0          "Wings of Conqueror"                 350     200       220          1          0           0             0              0               0          2       2       2       1       1       2       1
154      7      0       3       3        1            1            0          "Wings of Angel and Devil"           350     100       220          350        0           0             0              0               0          2       2       2       1       1       2       1
155      7      0       2       3        1            1            0          "Cloak of Death"                     150     27        210          290        0           0             0              0               0          0       0       0       0       1       0       1
156      7      0       3       3        1            1            0          "Elysium's Wings"                    153     155       220          400        0           0             0              0               0          3       0       0       0       0       0       0
157      7      0       3       3        1            1            0          "Flame God's Wings"                  153     170       220          400        0           0             0              0               0          0       3       0       0       0       0       0
158      7      0       3       3        1            1            0          "Celestial Body's Wings"             153     170       220          400        0           0             0              0               0          0       0       3       0       0       0       0
159      7      0       3       3        1            1            0          "Annihilation's Wings"               153     170       220          400        0           0             0              0               0          0       0       0       3       0       0       0
160      7      0       2       3        1            1            0          "Dominator's Cloak"                  153     155       220          400        0           0             0              0               0          0       0       0       0       3       0       0
161      7      0       3       3        1            1            0          "Other World's Wings"                153     170       220          400        0           0             0              0               0          0       0       0       0       0       3       0
162      7      0       2       3        1            1            0          "Judgment's Cloak"              	   153     170       220          400        0           0             0              0               0          0       0       0       0       0       0       3
163      7      0       3       3        1            1            0          "Wings Of Power"              	   770     700       220          400        0           0             0              0               0          3       3       3       3       3       3       3
164      7      0       2       3        1            1            0          "Eternity Cloak"                     153     170       220          400        0           0             0              0               0          3       3       3       3       3       3       3
165      7      0       2       3        1            1            0          "Celestial Cloak"              	   350     220       220          1	         0           0             0              0               0          3       3       3       3       3       3       3
166      7      0       2       3        1            1            0          "Darking Cloak"              	       350     210       220          1	         0           0             0              0               0          3       3       3       3       3       3       3
167      7      0       3       3        1            1            0          "Maya's Wings"              	       350     230       220          1	         0           0             0              0               0          0       0       0       3       0       0       0
168      7      0       2       3        1            1            0          "Awakening Cloak"              	   350     235       220          1	         0           0             0              0               0          3       3       3       3       3       3       3
169      7      0       2       3        1            1            0          "Silver Heart Cloak"                 350     300       220          1	         0           0             0              0               0          3       3       3       3       3       3       3
170      7      0       2       3        1            1            0          "Steel Cloak"                        350     300       220          1	         0           0             0              0               0          3       3       3       3       3       3       3
171      7      0       4       3        1            1            0          "Wings of Disillusionment"           350     300       220          1	         0           0             0              0               0          3       3       3       3       3       3       3
172      7      0       4       3        1            1            0          "Wings of Fate"                      350     300       220          1	         0           0             0              0               0          3       3       3       3       3       3       3
173      7      0       4       3        1            1            0          "Wings of Silence"                   350     300       220          1	         0           0             0              0               0          3       3       3       3       3       3       3
174      7      0       4       3        1            1            0          "Wings of Condemnation"              350     300       220          1	         0           0             0              0               0          3       3       3       3       3       3       3
175      7      0       4       3        1            1            0          "Gun Crasher 3rd Wings"              350     300       220          1	         0           0             0              0               0          3       3       3       3       3       3       3
176      7      0       4       3        1            1            0          "Gun Crasher 4rd Wings"              350     300       220          1	         0           0             0              0               0          3       3       3       3       3       3       3
177      7      0       4       3        1            1            0          "Hagios Cloack"             		   350     300       220          1	         0           0             0              0               0          3       3       3       3       3       3       3
end

13
//Type   Slot   Skill   Width   Height   HaveSerial   HaveOption   DropItem   Name                                 Level   Durability   Resistance1   Resistance2   Resistance3   Resistance4   Resistance5   Resistance6   Resistance7   None   DW      DK      FE      MG      DL      SU      RF
0        8      0       1       1        1            0            1          "Guardian Angel"                     23      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
1        8      0       1       1        1            0            1          "Imp"                                28      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
2        8      0       1       1        1            0            1          "Horn of Uniria"                     25      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
3        8      49      1       1        1            0            0          "Horn of Dinorant"                   110     255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
4        8      62      1       1        1            0            0          "Dark Horse"                         218     255          0             0             0             0             0             0             0             0      0       0       0       0       1       0       0
5        1      0       1       1        1            0            0          "Dark Raven"                         0       255          0             0             0             0             0             0             0             0      0       0       0       0       1       0       0
7        *      0       1       1        1            0            0          "Contract (Summon)"                  0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
8        10     0       1       1        1            1            1          "Ring of Ice"                        20      50           1             0             0             0             0             0             0             0      1       1       1       1       1       1       1
9        10     0       1       1        1            1            1          "Ring of Poison"                     17      50           0             1             0             0             0             0             0             0      1       1       1       1       1       1       1
10       10     0       1       1        1            0            0          "Transformation Ring"                0       200          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
11       *      0       1       1        1            0            0          "Order (Guardian/Life Stone)"        0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
12       9      0       1       1        1            1            1          "Pendant of Lighting"                21      50           0             0             1             0             0             0             0             0      1       1       1       1       1       1       1
13       9      0       1       1        1            1            1          "Pendant of Fire"                    13      50           0             0             0             1             0             0             0             0      1       1       1       1       1       1       1
14       *      0       1       2        1            0            0          "Loch's Feather"                     78      0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
15       *      0       1       1        1            0            0          "Fruits"                             0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
16       *      0       1       2        1            0            0          "Scroll of Archangel"                0       128          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
17       *      0       1       2        1            0            0          "Blood Bone"                         0       128          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
18       *      0       2       2        1            0            0          "Invisibility Cloak"                 0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
19       *      0       1       2        1            0            0          "Absolute Weapon of Archangel"       0       255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
20       10     0       1       1        1            0            0          "Wizards Ring"                       0       30           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
21       10     0       1       1        1            1            1          "Ring of Fire"                       30      50           0             0             0             1             0             0             0             0      1       1       1       1       1       1       1
22       10     0       1       1        1            1            1          "Ring of Earth"                      38      50           0             0             0             0             1             0             0             0      1       1       1       1       1       1       1
23       10     0       1       1        1            1            1          "Ring of Wind"                       44      50           0             0             0             0             0             1             0             0      1       1       1       1       1       1       1
24       10     0       1       1        1            1            1          "Ring of Magic"                      47      50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
25       9      0       1       1        1            1            1          "Pendant of Ice"                     34      50           1             0             0             0             0             0             0             0      1       1       1       1       1       1       1
26       9      0       1       1        1            1            1          "Pendant of Wind"                    42      50           0             0             0             0             0             1             0             0      1       1       1       1       1       1       1
27       9      0       1       1        1            1            1          "Pendant of Water"                   46      50           0             0             0             0             0             0             1             0      1       1       1       1       1       1       1
28       9      0       1       1        1            1            1          "Pendant of Ability"                 50      50           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
29       *      0       2       2        1            0            0          "Armor of Guardsman"                 0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
30       7      0       2       3        1            0            0          "Cape of Lord"                       180     200          0             0             0             0             0             0             0             0      0       0       0       0       1       0       0
31       *      0       1       1        1            0            0          "Spirit"                             0       0            0             0             0             0             0             0             0             0      0       0       0       0       1       0       0
32       *      0       1       1        1            0            0          "Splinter of Armor"                  0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
33       *      0       1       1        1            0            0          "Bless of Guardian"                  0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
34       *      0       1       1        1            0            0          "Claw of Beast"                      0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
35       *      0       1       1        1            0            0          "Fragment of Horn"                   0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
36       *      0       2       2        1            0            0          "Broken Horn"                        0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
37       8      0       2       2        1            0            0          "Horn of Fenrir"                     300     255          0             0             0             0             0             0             0             0      2       2       2       1       1       2       1
38       10     0       1       1        1            0            0          "Moonstone Pendant"                  21      120          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
39       10     0       1       1        1            0            0          "Eilte Transfer Skeleton Ring"       10      255          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
40       10     0       1       1        1            0            0          "Jack Olantern Ring"                 10      100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
41       10     0       1       1        1            0            0          "Transfer Christmas Ring"            1       100          0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
42       10     0       1       1        1            0            0          "Ring of GM"                         0       255          255           255           255           255           255           255           255           0      1       1       1       1       1       1       1
43       10     0       1       1        1            0            0          "Seal of Ascension"                  0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
44       10     0       1       1        1            0            0          "Seal of Wealth"                     0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
45       10     0       1       1        1            0            0          "Seal of Sustenance"                 0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
46       *      0       1       1        1            0            0          "Devil Square Ticket"                0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
47       *      0       1       1        1            0            0          "Blood Castle Ticket"                0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
48       *      0       1       1        1            0            0          "Kalima Ticket"                      0       10           0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
49       *      0       1       1        1            0            0          "Old Scroll"                         0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
50       *      0       1       2        1            0            0          "Illusion Sorcerer Covenant"         0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
51       *      0       2       2        1            0            0          "Scroll of Blood"                    0       1            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
52       *      0       1       2        1            0            0          "Condor Flame"                       0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
53       *      0       1       2        1            0            0          "Condor Feather"                     0       0            0             0             0             0             0             0             0             0      1       1       1       1       1       1       1
